latitude,longitude,altitude,imu_acc_x,imu_acc_y,imu_acc_z,imu_gyro_x,imu_gyro_y,imu_gyro_z,lidar_distance,speed,obstacle_detected
33.2311,-107.2332,281.98938,0.24895172,0.6671562,-0.4238014,-34.126858,4.333032,-73.299835,45.143127,15.818388,False
24.937752,-82.430176,231.2744,-0.50678617,0.7205092,-0.39587238,-42.54901,-3.1975188,-9.121146,33.62396,12.254421,False
52.78164,-174.99683,406.92856,0.53406996,0.9394722,0.9173943,80.65948,-15.131683,170.20146,77.53206,19.173098,False
26.170471,-88.66796,226.94292,-0.19869,0.33097294,-0.1561313,11.02301,-2.626904,62.536617,36.33729,12.736885,False
33.648438,-111.365295,327.21677,-0.64334595,1.195933,-0.29883358,-83.07365,-6.226376,-48.029766,46.745228,14.959381,False
20.900043,-62.703068,156.28145,0.0059857666,0.5302731,-0.42289785,-35.972332,-2.4099092,-34.022785,26.075417,10.685514,False
41.3705,-148.8947,455.6063,-0.5526632,0.49023387,-0.048406214,-64.391685,-0.8710218,16.033651,61.007576,19.803108,False
19.15786,-61.51626,161.35823,-0.44673455,0.56773055,-0.48398563,-23.540577,-2.3482144,2.472012,24.537842,10.106577,False
24.10236,-76.941505,171.46991,-0.08450347,0.53141737,-0.13210866,27.104977,-5.457936,66.045006,32.36887,10.89585,False
36.049244,-117.16112,315.07123,0.30004507,0.6699971,-0.35289654,-44.01446,3.9134095,-78.52857,49.518764,16.964617,False
44.136448,-145.83597,406.7766,0.44993284,0.6992451,-0.20217821,-64.74029,4.1638684,-96.31381,62.06218,20.27385,False
43.748787,-142.86913,322.48154,0.38168806,0.8723706,0.613497,69.12158,-13.027774,140.34097,63.11726,16.23362,False
25.362175,-78.66657,204.3962,0.091232866,0.562639,-0.38031635,-41.524273,-1.15277,-45.974655,32.98608,12.526712,False
25.613796,-81.26334,68.686874,-0.42170513,-0.4490291,-0.5814065,84.51963,-10.959035,99.66313,31.081175,16.128063,False
42.878395,-147.47017,377.98486,0.10445762,0.48588178,0.41936347,35.037086,-6.9913044,119.24571,62.904766,18.00728,False
48.907673,-164.30716,433.72125,0.566057,0.8940182,-0.55700946,-12.63837,16.54586,-130.19154,69.35084,22.393679,False
36.587994,-133.86478,406.05527,-0.4624051,0.14792277,-0.08981785,-38.204624,1.3717065,44.50247,53.993187,18.49435,False
40.428974,-139.17372,242.97339,0.3617365,1.6239982,-2.4259796,228.15549,57.59897,-190.14796,55.355034,19.369236,False
47.742306,-166.71544,439.54266,0.12015632,0.42594883,0.541352,32.91587,-6.649655,130.71999,70.96409,20.110006,False
36.0481,-122.59295,220.04977,0.3968274,1.2910371,-1.9053677,181.02693,46.711098,-160.33116,49.126408,17.54999,False
32.423904,-105.9196,307.7951,-0.5302497,1.133274,-0.2998465,-81.333725,-6.1906724,-51.259174,44.59045,14.506154,False
29.865433,-101.408966,258.17023,-0.12268013,0.3782252,-0.023229808,17.460953,-3.7915387,75.70065,42.17247,13.832113,False
39.824116,-126.834305,239.34018,0.22411522,0.72628284,0.37571374,86.80563,-15.164632,139.50134,55.60435,15.624983,False
42.814236,-140.16933,408.8839,0.40801078,0.58267665,0.052623898,-101.85677,-3.5802908,-78.681786,60.081707,19.627367,False
28.950588,-96.43388,277.9316,-0.55768764,0.87557936,-0.3418443,-58.11974,-4.136688,-21.454018,39.817867,13.639296,False
28.013447,-90.70155,188.41737,0.18728954,0.8731983,-1.0832617,60.73973,19.670073,-91.44988,36.90898,13.89551,False
23.265392,-71.42699,177.21144,0.05584091,0.57733655,-0.47509524,-28.078083,0.31754142,-44.297955,29.719908,11.689737,False
16.471603,-51.94423,129.40373,-0.41618907,0.482689,-0.5228956,-14.026175,-1.8533499,9.087406,20.347744,9.138807,False
44.80128,-154.03802,312.15964,0.56634814,1.3694005,-1.859017,175.52377,50.20183,-185.73515,62.673393,21.175806,False
21.635437,-71.879654,196.43048,-0.4475497,0.50051045,-0.4268609,-25.25934,-1.7656101,9.106264,28.742334,11.315222,False
35.937767,-118.44358,122.045204,-0.7236818,-0.5138983,-0.5169083,117.90459,-16.493353,144.83397,46.224667,21.06946,False
33.354393,-122.703636,368.90784,-0.41920018,0.011271663,-0.13165852,-25.09058,2.2119548,55.46357,49.029324,17.403774,False
35.68388,-124.74637,373.78693,-0.5572492,0.6788509,-0.18453178,-62.110428,-2.4531813,-2.196246,51.277153,16.954485,False
38.72147,-130.4538,391.25403,-0.6830121,1.2605416,-0.21136048,-96.390724,-6.4761114,-52.128914,54.882267,16.995325,False
29.76197,-94.017845,258.6408,0.16835296,0.55009544,-0.22719076,-63.110355,-2.9773066,-51.90265,39.828144,14.300242,False
56.304714,-183.4713,406.32642,0.7318627,1.1659161,1.1228136,102.53648,-19.026705,191.44893,82.53424,19.23558,False
41.21902,-153.80064,473.6722,-0.45386428,-0.031317297,0.024776608,-38.820034,2.8430943,61.5905,61.97718,20.86983,False
39.88495,-138.44383,419.1189,-0.62771666,0.93259835,-0.14130124,-82.83985,-4.0884423,-23.099771,57.54836,18.205996,False
38.758415,-133.83456,347.88608,0.0002219975,0.40500835,0.25894335,25.412947,-5.2600102,103.21622,56.485664,16.938639,False
35.869778,-114.71155,184.30702,-0.09775406,0.34539068,0.026096642,89.51905,-14.493328,130.24605,48.504295,16.282238,False
44.96053,-164.59705,477.82928,-0.19199842,0.02135665,0.28121778,-3.948227,-0.10812658,103.11935,67.713425,21.282759,False
22.559086,-76.70987,200.51251,-0.28986925,0.26036468,-0.2966337,2.6112819,-1.113647,48.499306,30.709702,11.798636,False
32.57134,-103.22146,163.12418,-0.11925417,0.36631587,-0.050789803,80.66202,-13.155643,116.88255,43.5213,14.953675,False
29.840061,-103.56885,276.538,-0.19985837,0.26693225,-0.07227048,7.7891626,-2.0801592,70.29086,42.475925,14.425181,False
22.306953,-70.09164,130.287,0.07481104,0.8095645,-1.0821185,59.78157,16.529837,-73.235664,28.08512,11.5198765,False
46.387535,-169.01741,485.75238,-0.14557755,0.06430526,0.34326494,0.68163526,-0.9371515,109.38766,69.89053,21.572033,False
35.826046,-117.72819,288.7975,0.32009006,0.8243923,-0.7450093,12.794883,14.601686,-98.48086,49.07497,17.019682,False
30.447472,-97.2854,251.78578,0.19596171,0.64819646,-0.45344213,-30.218075,3.633456,-66.005714,40.83125,14.670944,False
40.9051,-136.29819,325.1945,0.21284443,0.67629695,0.44192916,50.309555,-9.679739,122.55337,59.120857,16.255163,False
27.796806,-100.25531,290.12756,-0.3691895,0.056537725,-0.22570089,-11.758584,1.3925228,54.17793,39.819626,14.816889,False
28.412643,-90.93728,96.90428,-0.5411002,-0.14854608,-0.49093422,87.26838,-12.712106,109.05338,35.737335,16.278244,False
34.612022,-115.628975,341.70767,-0.6395062,1.1476709,-0.27339128,-82.67021,-5.8419785,-43.515015,48.43206,15.477452,False
40.143665,-133.12251,336.2648,0.40164304,0.8497654,-0.68893147,5.2652483,15.407779,-109.26136,55.76556,18.79563,False
35.43332,-117.84842,257.90454,0.33975184,0.9957992,-1.1843641,76.42678,26.49959,-120.382545,48.357147,17.022009,False
39.57278,-130.56926,339.03992,0.38163292,0.7872355,-0.54844534,-15.178075,11.223962,-100.04257,54.918137,18.505007,False
20.777206,-71.34505,195.42815,-0.3927998,0.23387823,-0.404363,-10.618344,0.10066974,32.15796,27.96246,11.525632,False
24.494457,-78.06286,151.33478,0.119187206,0.8420383,-1.1027457,63.07574,18.290228,-81.28181,31.462551,12.43816,False
21.838703,-67.19327,136.27638,-0.06480688,0.5983858,-0.17192194,31.483044,-6.216861,62.578384,28.497091,9.705719,False
29.146484,-92.236786,244.64894,0.16408256,0.5937116,-0.3532546,-44.922688,0.16256726,-56.587223,38.844707,14.091633,False
44.35189,-155.06425,411.21744,0.049054116,0.38062716,0.41854203,26.838367,-5.550905,118.54691,65.61589,19.115658,False
52.299866,-181.34387,384.6402,0.7181432,1.4785519,-1.9243265,186.03378,56.087635,-213.03242,74.25231,24.32159,False
26.534424,-86.46534,201.43004,-0.0732736,0.5063517,-0.06899455,26.469131,-5.3622704,72.01708,36.38352,11.920751,False
33.98885,-110.0928,287.56064,0.2660771,0.6896483,-0.4590405,-28.912592,5.7174444,-77.56763,46.30599,16.14708,False
42.440887,-139.07513,400.63834,0.40516993,0.6075568,-0.019894987,-91.39709,-1.7846448,-81.31515,59.48614,19.499327,False
39.632534,-130.65082,157.6751,-0.5806993,-0.37430355,-0.3274072,122.4722,-17.617353,157.08629,52.258625,21.654116,False
22.667286,-70.420166,146.33635,-0.06037712,0.5907285,-0.1500428,31.342678,-6.1977715,64.655174,29.862125,10.050134,False
42.305847,-154.34317,474.45078,-0.5255858,0.31909633,-0.005576223,-57.979027,0.38864392,31.282974,62.935013,20.575678,False
32.521786,-117.82403,352.02512,-0.44382846,0.16641575,-0.17017761,-30.935104,1.0705802,41.643353,47.307053,16.709972,False
43.272602,-156.90047,482.71277,-0.5524018,0.43392134,-0.0038546026,-65.483215,-0.3901885,21.538313,64.24644,20.741226,False
25.389385,-86.119774,244.23631,-0.4748417,0.53740764,-0.36053875,-34.585403,-1.8726065,7.0265455,34.78908,12.845456,False
40.83983,-138.74672,346.74896,0.12030661,0.54345584,0.38231987,38.742542,-7.632762,115.992714,59.42646,16.950298,False
20.99747,-69.12391,187.08138,-0.4488899,0.52609587,-0.4427791,-25.217623,-1.9746511,6.6744847,27.640388,10.986047,False
24.95074,-77.01026,203.18193,0.08009148,0.5385901,-0.3315933,-48.644558,-2.7201593,-42.098186,32.362114,12.337075,False
33.79472,-109.35731,286.18344,0.2616316,0.68356574,-0.44920263,-30.367474,5.340121,-76.43096,46.008255,16.06256,False
31.014652,-98.85134,213.96983,0.12337449,0.7148626,0.15776059,47.395977,-9.095804,95.2282,42.99068,12.430252,False
24.862312,-78.798645,171.58119,-0.042833388,0.57882285,-0.08842483,31.69899,-6.276002,70.55916,33.45232,10.917121,False
26.170502,-81.40671,215.76414,0.103972554,0.55117106,-0.32927254,-48.810966,-2.1195269,-45.856575,34.248882,12.843904,False
19.643059,-58.799244,132.36148,-0.007458836,0.58891046,-0.60427487,-9.855038,1.9055045,-39.5815,24.086071,10.230773,False
41.282444,-137.49551,343.31995,0.42871782,0.89217174,-0.7634281,16.222593,18.081957,-116.80982,57.50775,19.297739,False
29.945969,-103.24004,301.66333,-0.51089793,0.5977994,-0.28230408,-46.661617,-2.1138299,3.1374414,42.092243,14.669,False
21.035908,-64.81092,129.40135,0.037466705,0.7165432,-0.88476896,30.99751,10.396818,-58.792812,26.169317,10.916357,False
20.691158,-69.3039,176.74734,-0.29538614,0.2841272,-0.3431526,3.4905188,-1.2562914,44.12846,27.612324,10.987079,False
21.022358,-66.20709,144.49797,-0.14398515,0.49765787,-0.24045637,22.226452,-4.5734706,55.34147,27.487421,9.952457,False
39.538784,-134.29074,336.00366,0.09251401,0.52531755,0.3348871,36.346085,-7.1997695,111.28595,57.37648,16.572742,False
23.947056,-74.71049,169.79648,0.0839068,0.67880106,-0.70985425,6.0471725,7.1608005,-58.837193,30.714935,12.062051,False
37.88422,-138.90773,407.36945,-0.29362732,-0.005498428,0.054286778,-10.756941,1.1454794,80.95883,56.341335,18.840853,False
17.588223,-52.611153,100.96962,-0.15479517,0.54036176,-0.32640716,23.758308,-4.820729,47.25903,21.79599,8.465714,False
28.560417,-92.1762,202.74226,0.1891534,0.82207894,-0.94033897,40.098892,16.028143,-85.65911,37.790745,14.069247,False
43.134457,-142.12453,398.18698,0.42854163,0.6774998,-0.1755397,-68.73957,2.8838983,-91.72297,60.519474,19.846748,False
36.581207,-130.02788,392.06445,-0.53030074,0.5095084,-0.14268067,-55.708057,-1.2078276,12.885213,53.138317,17.706861,False
34.29996,-113.03029,97.99967,-0.6455444,-0.8548659,-0.61309445,119.740295,-15.377224,140.92337,43.200302,21.622961,False
48.974823,-167.28261,386.6388,0.61604905,1.2070068,-1.3375539,100.51315,38.099716,-171.53413,69.258286,22.71617,False
38.690964,-131.18658,263.60233,0.43195924,1.2118038,-1.634153,142.07968,40.674103,-154.4475,53.28139,18.547674,False
39.74045,-139.82843,424.3303,-0.5921999,0.7477739,-0.11710492,-73.59527,-2.7759833,-6.982832,57.74359,18.545061,False
47.2205,-151.64717,303.92603,0.44301942,0.91339433,0.69654065,98.98119,-17.626743,165.56737,67.42739,17.30707,False
36.468037,-131.7835,376.8715,-0.24632066,0.08703949,0.05134347,-3.6241808,-0.10670817,81.21771,53.762333,17.822195,False
45.952972,-157.36339,481.44046,-0.74489665,1.3811833,-0.09083524,-116.75693,-7.0357413,-60.468178,66.41489,19.835602,False
24.615456,-75.90619,197.899,0.07538581,0.5470611,-0.36204663,-44.277367,-2.0634024,-42.636044,31.836,12.209014,False
48.444,-156.33018,304.23236,0.37555903,0.8021952,0.6594731,105.6632,-18.360485,172.24805,68.98884,18.373129,False
27.120365,-97.4909,283.8099,-0.40176487,0.09847696,-0.2634422,-16.796677,1.330486,45.93432,38.641262,14.540395,False
31.244984,-101.857666,87.69019,-0.56681883,-0.71212995,-0.60195076,107.35298,-13.823322,126.411896,38.93793,19.690374,False
19.549435,-58.158104,107.49234,-0.07298058,0.6254678,-0.22982809,32.38352,-6.3603435,57.12377,24.707354,8.722147,False
29.578613,-98.64355,164.352,0.2589108,1.1521826,-1.7373263,155.76929,38.554085,-130.89491,39.164707,14.79379,False
44.721165,-144.2551,314.43567,0.46878028,0.98193395,0.6906028,79.2422,-14.825139,148.46097,64.3522,15.996183,False
40.60107,-138.01225,284.33554,0.46831405,1.2247608,-1.6136869,139.37906,41.150585,-159.44597,56.24021,19.334997,False
34.920963,-119.316315,304.82236,-0.034861952,0.41942158,0.14845052,24.23531,-5.0250793,92.58807,50.228886,15.457535,False
25.862835,-82.17415,69.52731,-0.42812175,-0.4606657,-0.5823151,85.52945,-11.08571,100.846115,31.428646,16.285608,False
46.339066,-151.52266,245.419,-0.09067845,0.19509596,0.21696728,120.385635,-18.931797,174.05971,64.08779,20.963938,False
44.53409,-161.82932,463.499,-0.15653539,0.07995983,0.29364768,0.8660948,-0.95697427,104.67054,66.84167,20.809673,False
35.604855,-118.05727,266.83,0.33582085,0.95079625,-1.0671047,59.45338,23.360483,-114.74946,48.6519,17.049158,False
40.25563,-134.93825,312.7387,0.42898133,1.0122446,-1.0920123,63.710133,26.580856,-130.85759,55.83728,18.994354,False
37.84749,-132.21892,398.65915,-0.5860708,0.7698487,-0.15647236,-70.863815,-3.012277,-9.492058,54.599506,17.685131,False
45.67671,-154.74823,382.0288,0.24291147,0.63872766,0.5708075,50.07057,-9.6704855,134.82762,66.96152,18.203068,False
29.84525,-106.47658,313.58252,-0.44566238,0.2534455,-0.23400453,-29.776098,0.3384561,33.216946,42.73128,15.373013,False
46.419247,-161.77068,425.19812,0.10597834,0.42792615,0.50193286,32.24923,-6.5225515,126.911674,68.81616,19.615604,False
27.346321,-91.82536,262.89044,-0.5196887,0.7196413,-0.34973785,-47.34378,-3.0911105,-8.309777,37.560852,13.289479,False
42.063778,-142.9379,433.1079,-0.7107761,1.3118563,-0.15500876,-105.58827,-6.7030697,-55.594387,60.22287,18.317709,False
30.27729,-99.126755,207.12694,0.23634273,0.92689323,-1.1548209,71.4271,22.876074,-102.422585,40.39165,14.86478,False
29.499683,-97.52733,178.0743,0.24254836,1.0563495,-1.4999477,121.348625,31.967049,-118.13531,39.10237,14.671358,False
15.832874,-50.62333,125.29024,-0.39190292,0.3718385,-0.5189265,-7.373128,-1.0891949,18.584908,19.562931,9.105348,False
50.247417,-165.7146,381.01553,0.5004816,0.9339107,0.83788705,78.57314,-14.745,162.45967,73.44684,18.27663,False
31.824615,-104.49647,226.71115,0.2629516,0.91915905,-1.0926706,62.63369,22.00582,-104.07039,42.799953,15.485367,False
29.318195,-90.54155,179.29185,0.17238405,0.8146347,0.14942622,54.97876,-10.42566,95.00698,39.93554,11.269976,False
23.757221,-72.72086,190.65405,0.05694151,0.52770174,-0.33740464,-47.968864,-3.2103424,-38.60715,30.51508,11.842489,False
42.416992,-146.39354,445.325,-0.6756425,1.1145755,-0.11948708,-96.73942,-5.281003,-38.235718,61.26031,18.897324,False
38.121452,-137.17488,416.43765,-0.5182561,0.4008782,-0.09742859,-53.538715,-0.3688921,22.853313,55.908127,18.60327,False
32.293938,-106.998566,312.78177,-0.61974776,1.1094148,-0.31208596,-76.16217,-5.665591,-40.87875,44.734257,14.566079,False
39.657574,-134.03299,331.48978,0.1177139,0.5597924,0.35343814,39.411766,-7.7429914,113.2886,57.46203,16.429613,False
30.528908,-99.32155,222.16835,0.22858647,0.84812903,-0.95096874,41.91306,17.393524,-92.48153,40.83201,14.892592,False
29.326515,-92.480156,253.59352,0.16039142,0.5492332,-0.23708126,-61.734913,-2.9414535,-51.03936,39.152317,14.122738,False
45.219128,-161.04053,443.23523,-0.034959167,0.24429849,0.38577184,15.558072,-3.5611138,114.569176,67.44186,20.17067,False
38.47993,-128.31721,112.105606,-0.75326395,-1.0501602,-0.6283473,136.68921,-17.503351,160.77867,49.032272,24.267223,False
36.90133,-116.34759,226.04385,0.25974962,0.8198159,0.3551255,76.494896,-13.807063,126.41016,51.396828,14.032147,False
29.718796,-97.53728,193.9637,0.23295242,0.969514,-1.2768264,89.036125,25.935413,-107.07518,39.49732,14.678364,False
35.576744,-118.30532,260.4341,0.34148425,0.9904212,-1.1669291,73.92006,26.097206,-119.920364,48.58333,17.075136,False
37.045914,-122.974594,286.53055,0.3591064,0.93404007,-0.98534966,47.80277,21.89179,-115.02596,50.90083,17.618122,False
38.196705,-128.96873,266.13174,0.41451073,1.1568402,-1.5104562,124.07993,36.9947,-146.35687,52.548233,18.295269,False
39.581596,-132.3462,115.82335,-0.78165317,-1.1016324,-0.6323657,141.15625,-18.063715,166.0117,50.569344,24.964142,False
36.730274,-121.29939,292.67072,0.34335527,0.8693638,-0.8324144,25.590382,17.503849,-105.96325,50.451233,17.429037,False
21.571556,-71.144844,193.82019,-0.45585936,0.54661584,-0.43480125,-27.364628,-2.0971513,5.0555425,28.530386,11.187778,False
23.296906,-73.77394,161.43665,-0.087765515,0.5403819,-0.15272292,27.373043,-5.499791,64.09892,31.03723,10.552832,False
22.23978,-66.41999,121.83707,0.016990602,0.70998573,-0.11131248,41.419186,-7.977617,69.111084,28.800884,9.248355,False
41.75809,-136.944,387.8295,0.39769524,0.63819265,-0.11539492,-77.64692,0.47645742,-84.17594,58.40633,19.25118,False
25.834198,-87.604774,249.16266,-0.481681,0.56098366,-0.35548058,-36.620632,-2.0222607,5.101308,35.460754,12.985114,False
36.171978,-117.1606,324.07822,0.29455137,0.62065935,-0.2261658,-62.366665,0.4868316,-72.24152,49.74044,16.967882,False
41.422295,-136.60538,369.13022,0.4066327,0.7343198,-0.36499646,-41.514282,7.1740713,-96.25939,57.824253,19.205591,False
37.447968,-123.39797,364.22415,-0.36131543,1.0829338,-0.17041144,-96.388885,-6.3331122,-61.758793,52.323296,16.644468,False
34.58051,-112.58198,255.9697,0.14779761,0.6896137,0.2552932,47.46232,-9.13222,104.53617,48.8413,13.870659,False
32.678844,-105.54894,270.94052,0.24358602,0.6964544,-0.5123075,-21.374235,6.472021,-76.206566,44.26688,15.621916,False
27.788395,-88.201454,246.28252,-0.2386927,0.8223448,-0.31393042,-65.210396,-4.957189,-43.79703,37.083035,13.051962,False
41.47915,-138.86751,333.76135,0.44438207,0.9699435,-0.9523996,43.642437,23.398598,-127.39323,57.76438,19.45093,False
35.34559,-118.4146,288.8486,0.054570258,0.541674,0.21439144,35.110573,-6.9521656,99.70085,50.537815,14.951123,False
40.724525,-143.37608,436.18594,-0.6026727,0.7750391,-0.10229513,-76.89168,-2.9294646,-9.065208,59.287624,18.90804,False
39.83595,-148.1118,444.32083,-0.33787298,-0.10270085,0.07148886,-17.955147,2.4055119,82.05621,59.801712,20.080542,False
24.638622,-79.62948,134.52211,0.14065841,0.96314013,-1.4014912,106.40121,26.60457,-97.48267,31.610325,12.610893,False
28.538033,-89.32805,134.41232,-0.17361605,0.35342067,-0.16921696,71.095474,-11.608319,101.18309,37.321358,13.542407,False
33.772808,-115.388885,341.75888,-0.5809405,0.8601098,-0.24747577,-67.05405,-3.825673,-18.628574,47.732056,15.741406,False
28.032227,-88.17677,233.92213,0.14149007,0.5772072,-0.34282854,-46.587326,-0.7315979,-52.493576,37.12431,13.623916,False
25.75639,-81.59454,81.4546,-0.54234314,-0.10964994,-0.5388806,79.411964,-11.584248,97.92438,31.785627,15.086189,False
50.554974,-169.99147,410.20883,0.3970901,0.77904236,0.78006244,65.33027,-12.404123,155.94238,74.42415,19.22733,False
38.32744,-125.07806,167.70695,-0.4052509,-0.113798775,-0.19788656,110.6851,-16.5088,147.59547,50.98666,19.730576,False
49.503475,-170.04413,431.7375,0.24998654,0.583961,0.66345465,47.739853,-9.284602,143.48952,73.32588,19.898706,False
43.49303,-145.5564,364.49283,0.47366434,0.92561746,-0.7858627,19.781517,19.904694,-125.02451,60.92043,20.22631,False
41.37966,-137.0706,357.87357,0.41680458,0.8045937,-0.54181635,-15.887371,12.025665,-105.44168,57.71383,19.254568,False
20.420353,-62.373074,126.88246,0.021511108,0.68515587,-0.823344,22.007942,8.368103,-53.597748,25.232906,10.636965,False
30.06665,-100.39956,169.43848,0.2684089,1.1568791,-1.7355472,155.57875,38.770786,-132.35358,39.91982,14.996253,False
40.655792,-128.58755,265.20105,0.43453643,1.0020901,0.57333696,79.8087,-14.856383,138.18672,57.640465,14.402183,False
18.71618,-61.476753,161.70204,-0.41436005,0.40814906,-0.46914867,-14.922627,-1.2282624,16.290161,24.188667,10.263379,False
43.94334,-145.81248,182.75899,-0.57857335,-0.43728006,-0.24950024,135.21747,-19.447407,175.14503,58.672234,23.587877,False
25.421593,-83.69211,200.82286,-0.13245553,0.4395821,-0.13180372,19.972128,-4.2050734,65.53405,34.78878,11.875243,False
27.041878,-84.16343,123.956375,-0.1918369,0.35130578,-0.21145496,67.45915,-11.0282135,95.31492,35.02888,13.004111,False
26.781956,-84.105415,213.42226,0.12476176,0.61401033,-0.46943763,-28.40794,2.077655,-55.18774,35.159126,13.151299,False
46.669315,-157.40645,390.23517,0.54300195,1.0042754,-0.8945625,35.979652,24.631706,-140.85709,65.80467,21.589388,False
35.038773,-114.66037,127.95979,-0.6127753,-0.34808978,-0.43634257,110.233086,-15.7610655,138.52364,45.310646,19.82005,False
20.514675,-61.77683,118.05083,-0.06302577,0.62347436,-0.20132813,32.821384,-6.4444957,59.87536,26.276077,9.085857,False
31.819592,-110.190414,324.95074,-0.52732414,0.6311239,-0.2513835,-52.03823,-2.273543,0.796553,45.075436,15.400415,False
51.341537,-176.2353,446.05746,0.29281402,0.61471903,0.7327178,51.571457,-9.975228,150.38554,76.20615,20.40429,False
23.906704,-81.01809,227.2616,-0.45474136,0.47323513,-0.3794991,-28.498856,-1.4765197,12.185043,32.516556,12.34869,False
29.223,-91.6647,139.69766,-0.16029507,0.3612188,-0.14555088,72.53601,-11.858219,103.755844,38.38982,13.751004,False
34.527313,-111.50512,302.35263,0.26720172,0.6348237,-0.3070822,-50.866264,1.8214352,-71.27296,47.17688,16.31386,False
39.463985,-144.7485,442.5857,-0.4837761,0.17865083,-0.039371222,-45.46823,1.2722559,42.694756,58.619957,19.661364,False
